Thoi_gian_rBS_nhan_UTC,Thiet_bi,So_thu_tu_bao_cao,GPS_hop_le,GPS_tin_cay_2D,Vi_do_tho,Kinh_do_tho,Do_cao_tho_m,Toc_do_m_s,So_ve_tinh,HDOP,Tuoi_fix_ms,Cong_suat_phat_dBm,SF,RSSI_dBm,SNR_dB,He_so_kenh_dB,Suy_hao_kenh_dB,PDR_beacon_phan_tram,So_goi_mat_uoc_tinh,Vi_do_rBS,Kinh_do_rBS,Khoang_cach_rBS_node_m
2026-09-10T08:18:54.297613+00:00,DU,129,1,0,20.9811117,105.79692,58.7,0.32,4,2.6,680,20.0,7,-40.0,9.8,-60.0,60.0,97.101,2,20.9807467,105.796265,
2026-09-10T08:18:57.625746+00:00,SU,233,1,1,20.980905,105.7965617,-31.7,0.16,6,1.1,360,20.0,7,-24.0,9.5,-44.0,44.0,98.571,1,20.9807467,105.796265,34.54
2026-09-10T08:18:59.322315+00:00,DU,130,1,0,20.9811083,105.79691,58.0,0.73,4,2.6,700,20.0,7,-40.0,9.5,-60.0,60.0,97.143,2,20.9807467,105.796265,
2026-09-10T08:19:02.625411+00:00,SU,234,1,1,20.980905,105.796565,-30.3,0.13,6,1.1,360,20.0,7,-24.0,9.3,-44.0,44.0,98.592,1,20.9807467,105.796265,35.48
2026-09-10T08:19:04.347210+00:00,DU,131,1,0,20.9810983,105.79689,57.2,1.08,4,2.6,730,20.0,7,-41.0,9.3,-61.0,61.0,97.183,2,20.9807467,105.796265,
2026-09-10T08:19:07.625042+00:00,SU,235,1,1,20.9809067,105.79657,-28.8,0.02,6,1.1,340,20.0,7,-24.0,9.3,-44.0,44.0,98.611,1,20.9807467,105.796265,35.78
2026-09-10T08:19:09.372780+00:00,DU,132,1,0,20.9811,105.7969033,56.6,0.36,4,2.6,750,20.0,7,-39.0,9.5,-59.0,59.0,97.222,2,20.9807467,105.796265,
2026-09-10T08:19:12.624545+00:00,SU,236,1,1,20.9809083,105.796575,-27.4,0.03,5,1.4,360,20.0,7,-24.0,9.5,-44.0,44.0,98.63,1,20.9807467,105.796265,36.32
2026-09-10T08:19:14.398565+00:00,DU,133,1,0,20.9811033,105.7969317,56.0,0.29,4,2.6,770,20.0,7,-40.0,9.8,-60.0,60.0,97.26,2,20.9807467,105.796265,
2026-09-10T08:19:17.625093+00:00,SU,237,1,1,20.9809083,105.7965717,-27.0,0.22,5,1.4,360,20.0,7,-24.0,10.0,-44.0,44.0,98.649,1,20.9807467,105.796265,36.56
2026-09-10T08:19:19.423419+00:00,DU,134,1,0,20.981105,105.7969933,53.4,0.09,4,2.6,800,20.0,7,-39.0,9.3,-59.0,59.0,97.297,2,20.9807467,105.796265,
2026-09-10T08:19:22.625348+00:00,SU,238,1,1,20.9808883,105.7965333,-26.2,0.05,5,1.4,360,20.0,7,-24.0,9.5,-44.0,44.0,98.667,1,20.9807467,105.796265,36.56
2026-09-10T08:19:24.448967+00:00,DU,135,1,0,20.9811167,105.7970717,51.6,0.58,4,2.6,820,20.0,7,-40.0,9.5,-60.0,60.0,97.333,2,20.9807467,105.796265,
2026-09-10T08:19:27.624731+00:00,SU,239,1,1,20.9808683,105.796495,-25.0,0.07,6,1.1,360,20.0,7,-24.0,9.5,-44.0,44.0,98.684,1,20.9807467,105.796265,32.0
2026-09-10T08:19:29.474580+00:00,DU,136,1,0,20.9811233,105.7971117,50.5,0.32,4,2.6,850,20.0,7,-39.0,9.3,-59.0,59.0,97.368,2,20.9807467,105.796265,
2026-09-10T08:19:32.624716+00:00,SU,240,1,1,20.9808617,105.79648,-23.6,0.03,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,98.701,1,20.9807467,105.796265,27.44
2026-09-10T08:19:34.500591+00:00,DU,137,1,0,20.9811233,105.7971183,49.6,0.34,4,2.6,10,20.0,7,-39.0,9.5,-59.0,59.0,97.403,2,20.9807467,105.796265,
2026-09-10T08:19:37.625347+00:00,SU,241,1,1,20.9808583,105.796475,-22.9,0.0,5,1.2,360,20.0,7,-23.0,9.0,-43.0,43.0,98.718,1,20.9807467,105.796265,25.73
2026-09-10T08:19:39.525942+00:00,DU,138,1,0,20.9811267,105.7971167,49.2,0.32,4,2.6,40,20.0,7,-41.0,9.8,-61.0,61.0,97.436,2,20.9807467,105.796265,
2026-09-10T08:19:42.625254+00:00,SU,242,1,1,20.9808567,105.7964683,-21.8,0.1,5,1.2,360,20.0,7,-23.0,9.3,-43.0,43.0,98.734,1,20.9807467,105.796265,25.09
2026-09-10T08:19:44.550933+00:00,DU,139,1,0,20.9811333,105.7971217,48.7,0.46,4,2.6,60,20.0,7,-40.0,9.5,-60.0,60.0,97.468,2,20.9807467,105.796265,
2026-09-10T08:19:47.624886+00:00,SU,243,1,1,20.9808533,105.7964633,-20.8,0.08,6,1.1,360,20.0,7,-23.0,9.5,-43.0,43.0,98.75,1,20.9807467,105.796265,24.4
2026-09-10T08:19:49.575863+00:00,DU,140,1,0,20.9811317,105.7971117,47.9,0.33,4,2.6,90,20.0,7,-40.0,10.0,-60.0,60.0,97.5,2,20.9807467,105.796265,
2026-09-10T08:19:52.624240+00:00,SU,244,1,1,20.98085,105.7964583,-19.9,0.02,5,1.4,360,20.0,7,-23.0,9.5,-43.0,43.0,98.765,1,20.9807467,105.796265,23.76
2026-09-10T08:19:54.601229+00:00,DU,141,1,0,20.981115,105.7970667,46.5,0.86,4,2.6,120,20.0,7,-39.0,9.3,-59.0,59.0,97.531,2,20.9807467,105.796265,
2026-09-10T08:19:57.624168+00:00,SU,245,1,1,20.9808483,105.7964533,-19.1,0.05,5,1.4,360,20.0,7,-23.0,9.5,-43.0,43.0,98.78,1,20.9807467,105.796265,23.12
2026-09-10T08:19:59.627358+00:00,DU,142,1,0,20.9811017,105.7970183,45.3,1.17,4,2.6,10,20.0,7,-40.0,10.3,-60.0,60.0,97.561,2,20.9807467,105.796265,
2026-09-10T08:20:02.624825+00:00,SU,246,1,1,20.9808567,105.79647,-18.6,0.04,5,1.4,360,20.0,7,-23.0,9.5,-43.0,43.0,98.795,1,20.9807467,105.796265,23.12
2026-09-10T08:20:04.652639+00:00,DU,143,1,0,20.98109,105.796985,44.1,1.06,3,20.1,30,20.0,7,-39.0,9.5,-59.0,59.0,97.59,2,20.9807467,105.796265,
2026-09-10T08:20:07.624813+00:00,SU,247,1,1,20.9808667,105.79649,-18.2,0.05,5,1.4,360,20.0,7,-23.0,9.5,-43.0,43.0,98.81,1,20.9807467,105.796265,24.55
2026-09-10T08:20:09.676369+00:00,DU,144,1,0,20.9810983,105.7970133,43.2,0.2,4,2.6,60,20.0,7,-39.0,9.3,-59.0,59.0,97.619,2,20.9807467,105.796265,
2026-09-10T08:20:12.624224+00:00,SU,248,1,1,20.980875,105.7965033,-17.7,0.14,5,1.4,360,20.0,7,-23.0,9.8,-43.0,43.0,98.824,1,20.9807467,105.796265,26.9
2026-09-10T08:20:14.701061+00:00,DU,145,1,0,20.9811,105.797015,42.5,0.25,4,2.6,80,20.0,7,-41.0,9.3,-61.0,61.0,97.647,2,20.9807467,105.796265,
2026-09-10T08:20:17.623903+00:00,SU,249,1,1,20.980885,105.796525,-17.2,0.25,5,1.4,360,20.0,7,-23.0,9.5,-43.0,43.0,98.837,1,20.9807467,105.796265,28.56
2026-09-10T08:20:19.725821+00:00,DU,146,1,0,20.9810983,105.797025,41.8,0.2,4,2.6,110,20.0,7,-39.0,9.8,-59.0,59.0,97.674,2,20.9807467,105.796265,
2026-09-10T08:20:22.625140+00:00,SU,250,1,1,20.98089,105.7965333,-16.6,0.12,6,1.1,360,20.0,7,-23.0,10.0,-43.0,43.0,98.851,1,20.9807467,105.796265,31.07
2026-09-10T08:20:24.751589+00:00,DU,147,1,0,20.98108,105.79699,41.1,0.64,4,2.6,130,20.0,7,-39.0,9.3,-59.0,59.0,97.701,2,20.9807467,105.796265,
2026-09-10T08:20:27.625695+00:00,SU,251,1,1,20.9808883,105.7965317,-16.5,0.0,5,1.3,360,20.0,7,-24.0,9.3,-44.0,44.0,98.864,1,20.9807467,105.796265,31.85
2026-09-10T08:20:29.776662+00:00,DU,148,1,0,20.98109,105.7969983,40.8,0.23,4,2.6,160,20.0,7,-40.0,10.0,-60.0,60.0,97.727,2,20.9807467,105.796265,
2026-09-10T08:20:32.624583+00:00,SU,252,1,1,20.980885,105.796525,-16.1,0.1,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,98.876,1,20.9807467,105.796265,31.85
2026-09-10T08:20:34.801146+00:00,DU,149,1,0,20.981085,105.7969867,40.5,0.29,3,20.0,180,20.0,7,-39.0,9.0,-59.0,59.0,97.753,2,20.9807467,105.796265,
2026-09-10T08:20:37.625224+00:00,SU,253,1,1,20.980885,105.7965267,-15.7,0.15,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,98.889,1,20.9807467,105.796265,31.22
2026-09-10T08:20:39.826045+00:00,DU,150,1,0,20.981075,105.7969867,40.0,0.15,4,2.6,200,20.0,7,-39.0,9.5,-59.0,59.0,97.778,2,20.9807467,105.796265,
2026-09-10T08:20:42.623645+00:00,SU,254,1,1,20.98088,105.7965217,-15.3,0.09,6,1.1,360,20.0,7,-23.0,9.5,-43.0,43.0,98.901,1,20.9807467,105.796265,31.07
2026-09-10T08:20:44.851464+00:00,DU,151,1,0,20.981065,105.7969667,39.2,0.43,4,2.6,230,20.0,7,-38.0,10.0,-58.0,58.0,97.802,2,20.9807467,105.796265,
2026-09-10T08:20:47.624355+00:00,SU,255,1,1,20.9808667,105.7964967,-15.0,0.12,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,98.913,1,20.9807467,105.796265,30.5
2026-09-10T08:20:49.876687+00:00,DU,152,1,0,20.9810533,105.7969883,36.2,0.14,4,2.6,260,20.0,7,-38.0,9.8,-58.0,58.0,97.826,2,20.9807467,105.796265,
2026-09-10T08:20:52.624330+00:00,SU,256,1,1,20.9808533,105.7964733,-15.1,0.05,6,1.1,360,20.0,7,-23.0,9.5,-43.0,43.0,98.925,1,20.9807467,105.796265,27.51
2026-09-10T08:20:54.901481+00:00,DU,153,1,0,20.9810533,105.797005,33.2,0.19,4,2.6,280,20.0,7,-39.0,9.3,-59.0,59.0,97.849,2,20.9807467,105.796265,
2026-09-10T08:20:57.624088+00:00,SU,257,1,1,20.9808483,105.7964633,-15.0,0.17,6,1.1,360,20.0,7,-23.0,9.5,-43.0,43.0,98.936,1,20.9807467,105.796265,24.66
2026-09-10T08:20:59.926842+00:00,DU,154,1,0,20.9810367,105.7969917,30.7,0.13,4,2.6,300,20.0,7,-38.0,10.0,-58.0,58.0,97.872,2,20.9807467,105.796265,
2026-09-10T08:21:02.623743+00:00,SU,258,1,1,20.9808517,105.79647,-14.8,0.1,6,1.1,360,20.0,7,-23.0,9.5,-43.0,43.0,98.947,1,20.9807467,105.796265,24.28
2026-09-10T08:21:04.952021+00:00,DU,155,1,0,20.9810283,105.79698,28.8,0.31,4,2.6,330,20.0,7,-38.0,9.3,-58.0,58.0,97.895,2,20.9807467,105.796265,
2026-09-10T08:21:07.624604+00:00,SU,259,1,1,20.980855,105.7964783,-14.6,0.08,5,1.4,360,20.0,7,-23.0,9.5,-43.0,43.0,98.958,1,20.9807467,105.796265,24.28
2026-09-10T08:21:09.977335+00:00,DU,156,1,0,20.9810233,105.79694,27.7,0.47,4,2.6,350,20.0,7,-38.0,9.8,-58.0,58.0,97.917,2,20.9807467,105.796265,
2026-09-10T08:21:12.624538+00:00,SU,260,1,1,20.9808583,105.7964883,-14.4,0.02,6,1.1,360,20.0,7,-24.0,9.5,-44.0,44.0,98.969,1,20.9807467,105.796265,25.21
2026-09-10T08:21:15.000886+00:00,DU,157,1,0,20.981025,105.79695,26.5,0.29,4,2.6,370,20.0,7,-39.0,9.3,-59.0,59.0,97.938,2,20.9807467,105.796265,
2026-09-10T08:21:17.624092+00:00,SU,261,1,1,20.980855,105.79648,-14.5,0.06,6,1.1,360,20.0,7,-23.0,9.5,-43.0,43.0,98.98,1,20.9807467,105.796265,25.36
2026-09-10T08:21:20.025647+00:00,DU,158,1,0,20.9810333,105.7969383,25.1,0.48,4,2.6,400,20.0,7,-39.0,10.3,-59.0,59.0,97.959,2,20.9807467,105.796265,
2026-09-10T08:21:22.623575+00:00,SU,262,1,1,20.98085,105.796465,-14.7,0.1,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,98.99,1,20.9807467,105.796265,25.36
2026-09-10T08:21:25.050471+00:00,DU,159,1,0,20.981035,105.7969283,23.3,0.4,4,2.6,420,20.0,7,-40.0,9.3,-60.0,60.0,97.98,2,20.9807467,105.796265,
2026-09-10T08:21:27.623736+00:00,SU,263,1,1,20.9808483,105.7964633,-14.7,0.09,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,99.0,1,20.9807467,105.796265,23.73
2026-09-10T08:21:30.075235+00:00,DU,160,1,0,20.981045,105.796925,22.3,0.16,4,2.6,460,20.0,7,-39.0,10.3,-59.0,59.0,98.0,2,20.9807467,105.796265,
2026-09-10T08:21:32.623888+00:00,SU,264,1,1,20.9808533,105.79647,-14.6,0.03,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.01,1,20.9807467,105.796265,23.73
2026-09-10T08:21:35.101058+00:00,DU,161,1,0,20.9810567,105.7969383,21.3,0.27,4,2.6,480,20.0,7,-39.0,9.5,-59.0,59.0,98.02,2,20.9807467,105.796265,
2026-09-10T08:21:37.624117+00:00,SU,265,1,1,20.9808533,105.7964667,-14.3,0.13,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.02,1,20.9807467,105.796265,24.06
2026-09-10T08:21:40.125568+00:00,DU,162,1,0,20.9810633,105.7969383,20.4,0.11,4,2.6,500,20.0,7,-39.0,9.8,-59.0,59.0,98.039,2,20.9807467,105.796265,
2026-09-10T08:21:42.624391+00:00,SU,266,1,1,20.9808517,105.7964583,-13.7,0.01,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.029,1,20.9807467,105.796265,24.06
2026-09-10T08:21:45.150611+00:00,DU,163,1,0,20.9810767,105.7969383,19.7,0.17,4,2.6,530,20.0,7,-39.0,9.3,-59.0,59.0,98.058,2,20.9807467,105.796265,
2026-09-10T08:21:47.624137+00:00,SU,267,1,1,20.9808517,105.7964567,-13.6,0.0,6,1.1,360,20.0,7,-24.0,9.5,-44.0,44.0,99.038,1,20.9807467,105.796265,23.22
2026-09-10T08:21:50.175510+00:00,DU,164,1,0,20.98109,105.7969533,19.0,0.19,4,2.6,560,20.0,7,-41.0,9.8,-61.0,61.0,98.077,2,20.9807467,105.796265,
2026-09-10T08:21:52.624642+00:00,SU,268,1,1,20.980855,105.7964717,-13.9,0.06,6,1.1,360,20.0,7,-24.0,9.8,-44.0,44.0,99.048,1,20.9807467,105.796265,23.22
2026-09-10T08:21:55.200928+00:00,DU,165,1,0,20.9811017,105.796965,18.2,0.24,4,2.6,580,20.0,7,-40.0,9.5,-60.0,60.0,98.095,2,20.9807467,105.796265,
2026-09-10T08:21:57.623848+00:00,SU,269,1,1,20.9808567,105.79648,-13.6,0.05,6,1.1,360,20.0,7,-24.0,9.5,-44.0,44.0,99.057,1,20.9807467,105.796265,24.61
2026-09-10T08:22:00.225573+00:00,DU,166,1,0,20.9811133,105.796975,17.3,0.34,4,2.6,600,20.0,7,-40.0,9.5,-60.0,60.0,98.113,2,20.9807467,105.796265,
2026-09-10T08:22:02.623698+00:00,SU,270,1,1,20.9808583,105.7964817,-13.0,0.08,6,1.1,360,20.0,7,-24.0,9.3,-44.0,44.0,99.065,1,20.9807467,105.796265,25.45
2026-09-10T08:22:05.250257+00:00,DU,167,1,0,20.9811233,105.7969717,16.4,0.41,4,2.6,630,20.0,7,-39.0,9.8,-59.0,59.0,98.131,2,20.9807467,105.796265,
2026-09-10T08:22:07.623022+00:00,SU,271,1,1,20.9808567,105.7964717,-12.3,0.07,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,99.074,1,20.9807467,105.796265,25.45
2026-09-10T08:22:10.274981+00:00,DU,168,1,0,20.9811183,105.7969533,15.9,0.07,4,2.6,660,20.0,7,-38.0,10.0,-58.0,58.0,98.148,2,20.9807467,105.796265,
2026-09-10T08:22:12.622875+00:00,SU,272,1,1,20.980855,105.79646,-11.7,0.16,6,1.1,360,20.0,7,-24.0,9.8,-44.0,44.0,99.083,1,20.9807467,105.796265,24.7
2026-09-10T08:22:15.300152+00:00,DU,169,1,0,20.981095,105.7969383,15.3,0.72,4,2.6,670,20.0,7,-39.0,9.8,-59.0,59.0,98.165,2,20.9807467,105.796265,
2026-09-10T08:22:17.623735+00:00,SU,273,1,1,20.9808483,105.79644,-11.2,0.02,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,99.091,1,20.9807467,105.796265,23.56
2026-09-10T08:22:20.325366+00:00,DU,170,1,0,20.98107,105.7969167,14.3,0.48,4,2.6,700,20.0,7,-40.0,9.3,-60.0,60.0,98.182,2,20.9807467,105.796265,
2026-09-10T08:22:22.623250+00:00,SU,274,1,1,20.98086,105.7964533,-11.1,0.03,6,1.1,360,20.0,7,-22.0,9.5,-42.0,42.0,99.099,1,20.9807467,105.796265,22.96
2026-09-10T08:22:25.350108+00:00,DU,171,1,0,20.9810567,105.7968767,12.9,0.67,4,2.6,720,20.0,7,-40.0,9.5,-60.0,60.0,98.198,2,20.9807467,105.796265,
2026-09-10T08:22:27.623246+00:00,SU,275,1,1,20.980875,105.7964733,-11.1,0.34,6,1.1,360,20.0,7,-22.0,9.0,-42.0,42.0,99.107,1,20.9807467,105.796265,23.26
2026-09-10T08:22:30.374786+00:00,DU,172,1,0,20.9810467,105.796855,12.0,0.25,4,2.6,750,20.0,7,-39.0,9.8,-59.0,59.0,98.214,2,20.9807467,105.796265,
2026-09-10T08:22:32.624047+00:00,SU,276,1,1,20.9808783,105.79647,-11.1,0.13,6,1.1,360,20.0,7,-23.0,10.0,-43.0,43.0,99.115,1,20.9807467,105.796265,25.62
2026-09-10T08:22:35.400544+00:00,DU,173,1,0,20.9810433,105.7968433,11.0,0.19,4,2.6,780,20.0,7,-39.0,9.5,-59.0,59.0,98.23,2,20.9807467,105.796265,
2026-09-10T08:22:37.624093+00:00,SU,277,1,1,20.9808817,105.7964733,-10.8,0.15,5,1.4,360,20.0,7,-23.0,9.3,-43.0,43.0,99.123,1,20.9807467,105.796265,26.11
2026-09-10T08:22:40.426295+00:00,DU,174,1,0,20.9810367,105.7968483,9.1,0.12,4,2.6,800,20.0,7,-40.0,9.3,-60.0,60.0,98.246,2,20.9807467,105.796265,
2026-09-10T08:22:42.623635+00:00,SU,278,1,1,20.9808917,105.7964867,-11.1,0.02,5,1.4,360,20.0,7,-22.0,9.8,-42.0,42.0,99.13,1,20.9807467,105.796265,26.33
2026-09-10T08:22:45.453653+00:00,DU,175,1,0,20.9810483,105.7968567,7.3,0.13,4,2.6,830,20.0,7,-38.0,9.5,-58.0,58.0,98.261,2,20.9807467,105.796265,
2026-09-10T08:22:47.623106+00:00,SU,279,1,1,20.9808967,105.796485,-11.8,0.08,5,1.4,360,20.0,7,-23.0,9.3,-43.0,43.0,99.138,1,20.9807467,105.796265,27.96
2026-09-10T08:22:50.477189+00:00,DU,176,1,0,20.981045,105.79683,7.6,0.56,4,2.6,850,20.0,7,-39.0,9.8,-59.0,59.0,98.276,2,20.9807467,105.796265,
2026-09-10T08:22:52.622737+00:00,SU,280,1,1,20.9808967,105.7964833,-11.8,0.0,6,1.1,360,20.0,7,-23.0,10.0,-43.0,43.0,99.145,1,20.9807467,105.796265,28.28
2026-09-10T08:22:55.502778+00:00,DU,177,1,0,20.9810317,105.7967567,8.8,1.04,4,2.6,10,20.0,7,-39.0,9.5,-59.0,59.0,98.291,2,20.9807467,105.796265,
2026-09-10T08:22:57.622428+00:00,SU,281,1,1,20.9808967,105.7964833,-11.8,0.0,6,1.1,360,20.0,7,-22.0,10.0,-42.0,42.0,99.153,1,20.9807467,105.796265,28.14
2026-09-10T08:23:00.527182+00:00,DU,178,1,0,20.98102,105.7967183,9.4,0.81,4,2.6,40,20.0,7,-38.0,9.5,-58.0,58.0,98.305,2,20.9807467,105.796265,
2026-09-10T08:23:02.623959+00:00,SU,282,1,1,20.9808967,105.7964833,-11.8,0.0,6,1.1,360,20.0,7,-22.0,9.8,-42.0,42.0,99.16,1,20.9807467,105.796265,28.14
2026-09-10T08:23:05.552942+00:00,DU,179,1,0,20.98102,105.796715,9.4,0.08,4,2.6,70,20.0,7,-39.0,10.0,-59.0,59.0,98.319,2,20.9807467,105.796265,
2026-09-10T08:23:07.623109+00:00,SU,283,1,1,20.9808967,105.7964833,-11.8,0.0,6,1.1,350,20.0,7,-22.0,9.8,-42.0,42.0,99.167,1,20.9807467,105.796265,28.14
2026-09-10T08:23:10.579015+00:00,DU,180,1,0,20.9810217,105.7967133,8.8,0.1,4,2.6,90,20.0,7,-39.0,9.5,-59.0,59.0,98.333,2,20.9807467,105.796265,
2026-09-10T08:23:12.623094+00:00,SU,284,1,1,20.9808967,105.7964817,-11.8,0.0,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,99.174,1,20.9807467,105.796265,28.14
2026-09-10T08:23:15.603451+00:00,DU,181,1,0,20.9810167,105.7967017,8.4,0.09,4,2.6,120,20.0,7,-39.0,9.8,-59.0,59.0,98.347,2,20.9807467,105.796265,
2026-09-10T08:23:17.622422+00:00,SU,285,1,1,20.9808967,105.7964817,-11.8,0.0,6,1.1,360,20.0,7,-23.0,9.3,-43.0,43.0,99.18,1,20.9807467,105.796265,28.01
2026-09-10T08:23:20.628409+00:00,DU,182,1,0,20.9810083,105.7966883,8.2,0.03,4,2.6,10,20.0,7,-39.0,9.8,-59.0,59.0,98.361,2,20.9807467,105.796265,
2026-09-10T08:23:22.624121+00:00,SU,286,1,1,20.9809083,105.7965033,-12.4,0.02,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.187,1,20.9807467,105.796265,28.01
2026-09-10T08:23:25.653222+00:00,DU,183,1,0,20.9809833,105.7966717,8.5,0.5,4,2.6,30,20.0,7,-39.0,9.8,-59.0,59.0,98.374,2,20.9807467,105.796265,
2026-09-10T08:23:27.623616+00:00,SU,287,1,1,20.9809167,105.79652,-13.0,0.02,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.194,1,20.9807467,105.796265,30.58
2026-09-10T08:23:30.678725+00:00,DU,184,1,0,20.9809417,105.796615,8.7,1.02,4,2.6,50,20.0,7,-39.0,9.8,-59.0,59.0,98.387,2,20.9807467,105.796265,
2026-09-10T08:23:32.623589+00:00,SU,288,1,1,20.9809133,105.79651,-13.7,0.0,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.2,1,20.9807467,105.796265,31.47
2026-09-10T08:23:35.703426+00:00,DU,185,1,0,20.9809283,105.796595,9.0,0.7,4,2.6,80,20.0,7,-39.0,9.8,-59.0,59.0,98.4,2,20.9807467,105.796265,
2026-09-10T08:23:37.622750+00:00,SU,289,1,1,20.98092,105.7965233,-13.9,0.01,6,1.1,360,20.0,7,-23.0,10.0,-43.0,43.0,99.206,1,20.9807467,105.796265,32.53
2026-09-10T08:23:40.728065+00:00,DU,186,1,0,20.9809117,105.7965683,9.3,0.73,4,2.6,100,20.0,7,-38.0,9.5,-58.0,58.0,98.413,2,20.9807467,105.796265,
2026-09-10T08:23:42.622314+00:00,SU,290,1,1,20.9809333,105.7965517,-14.2,0.04,6,1.1,360,20.0,7,-23.0,10.3,-43.0,43.0,99.213,1,20.9807467,105.796265,33.02
2026-09-10T08:23:45.753058+00:00,DU,187,1,0,20.9809083,105.7965567,9.5,0.22,3,2.8,130,20.0,7,-39.0,9.8,-59.0,59.0,98.425,2,20.9807467,105.796265,
2026-09-10T08:23:47.623015+00:00,SU,291,1,1,20.980935,105.7965533,-15.1,0.12,6,1.1,360,20.0,7,-23.0,10.0,-43.0,43.0,99.219,1,20.9807467,105.796265,36.28
2026-09-10T08:23:50.778023+00:00,DU,188,1,0,20.9808967,105.796525,9.8,0.33,4,2.6,150,20.0,7,-39.0,10.0,-59.0,59.0,98.438,2,20.9807467,105.796265,
2026-09-10T08:23:52.622431+00:00,SU,292,1,1,20.980935,105.796555,-16.2,0.07,5,1.4,360,20.0,7,-23.0,9.8,-43.0,43.0,99.225,1,20.9807467,105.796265,36.53
2026-09-10T08:23:55.803816+00:00,DU,189,1,0,20.9808917,105.7964867,10.9,0.26,4,2.6,180,20.0,7,-40.0,9.3,-60.0,60.0,98.45,2,20.9807467,105.796265,
2026-09-10T08:23:57.622163+00:00,SU,293,1,1,20.980925,105.796535,-19.0,0.07,5,1.4,360,20.0,7,-23.0,9.8,-43.0,43.0,99.231,1,20.9807467,105.796265,36.53
2026-09-10T08:24:00.828726+00:00,DU,190,1,0,20.9809017,105.7964533,12.6,0.21,4,2.6,200,20.0,7,-38.0,9.5,-58.0,58.0,98.462,2,20.9807467,105.796265,
2026-09-10T08:24:02.622253+00:00,SU,294,1,1,20.9809083,105.796505,-22.0,0.03,5,1.1,360,20.0,7,-23.0,10.3,-43.0,43.0,99.237,1,20.9807467,105.796265,34.33
2026-09-10T08:24:05.853997+00:00,DU,191,1,0,20.980915,105.7964333,14.8,0.33,4,2.6,230,20.0,7,-39.0,10.0,-59.0,59.0,98.473,2,20.9807467,105.796265,
2026-09-10T08:24:07.622741+00:00,SU,295,1,1,20.9808983,105.7964833,-25.3,0.02,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.242,1,20.9807467,105.796265,30.72
2026-09-10T08:24:10.877796+00:00,DU,192,1,0,20.9809083,105.7964067,16.6,0.6,4,2.6,250,20.0,7,-39.0,9.5,-59.0,59.0,98.485,2,20.9807467,105.796265,
2026-09-10T08:24:12.622652+00:00,SU,296,1,1,20.980895,105.7964717,-27.8,0.09,6,1.1,360,20.0,7,-22.0,9.8,-42.0,42.0,99.248,1,20.9807467,105.796265,28.25
2026-09-10T08:24:15.903753+00:00,DU,193,1,0,20.9808867,105.7963767,18.6,0.79,4,2.6,280,20.0,7,-38.0,10.0,-58.0,58.0,98.496,2,20.9807467,105.796265,
2026-09-10T08:24:17.622119+00:00,SU,297,1,1,20.9809117,105.796505,-28.1,0.08,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.254,1,20.9807467,105.796265,28.25
2026-09-10T08:24:20.927987+00:00,DU,194,1,0,20.9809033,105.7963933,19.5,0.25,4,2.6,300,20.0,7,-38.0,9.3,-58.0,58.0,98.507,2,20.9807467,105.796265,
2026-09-10T08:24:22.621923+00:00,SU,298,1,1,20.9809217,105.79652,-28.8,0.12,5,1.5,360,20.0,7,-23.0,10.0,-43.0,43.0,99.259,1,20.9807467,105.796265,30.94
2026-09-10T08:24:25.953094+00:00,DU,195,1,0,20.9809083,105.796375,21.4,0.34,4,2.6,330,20.0,7,-38.0,9.8,-58.0,58.0,98.519,2,20.9807467,105.796265,
2026-09-10T08:24:27.621758+00:00,SU,299,1,1,20.980925,105.7965267,-29.9,0.05,6,1.1,360,20.0,7,-22.0,10.0,-42.0,42.0,99.265,1,20.9807467,105.796265,32.86
2026-09-10T08:24:30.977349+00:00,DU,196,1,0,20.9808933,105.7963467,22.8,0.47,3,20.1,350,20.0,7,-38.0,9.5,-58.0,58.0,98.529,2,20.9807467,105.796265,
2026-09-10T08:24:32.622534+00:00,SU,300,1,1,20.9809317,105.7965383,-29.9,0.32,6,1.1,360,20.0,7,-23.0,9.8,-43.0,43.0,99.27,1,20.9807467,105.796265,33.63
2026-09-10T08:24:36.002424+00:00,DU,197,1,0,20.980875,105.7963167,23.5,0.4,3,20.1,380,20.0,7,-38.0,9.5,-58.0,58.0,98.54,2,20.9807467,105.796265,
